run_id,iteration,target,bug_type,bug_key,input_data,stdout,stderr,returncode,timed_out,crashed,strategy,timestamp,is_representative
20260422_071902,1,cidrize,SYNTACTIC,916873d4343b3bff,61.181,"Running cidrize function with the arguments: ipstr: 61.181 strict: False raise-errors: True
Syntax error caught for ipstr.
============================================================
TRACEBACK
============================================================
============================================================
Final bug count: defaultdict(<class 'int'>, {('syntactic', <class 'netaddr.core.AddrFormatError'>, 'invalid IPNetwork 61.181', 'netaddr\\ip\\__init__.py', 1045): 1})
Saved bug c","Traceback (most recent call last):
  File ""netaddr\strategy\ipv4.py"", line 128, in str_to_int
  File ""netaddr\fbsocket.py"", line 147, in inet_pton
  File ""netaddr\fbsocket.py"", line 135, in _inet_pton_af_inet
OSError: illegal IP address string '61.181'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""netaddr\ip\__init__.py"", line 346, in __init__
  File ""netaddr\strategy\ipv4.py"", line 132, in str_to_int
netaddr.core.Addr",0,FALSE,FALSE,constraint_violation,22/4/26 7:19,TRUE
20260422_071902,10,cidrize,FUNCTIONAL,04d990da15ef86fc,1h98.64.196.216[510],"Running cidrize function with the arguments: ipstr: 1h98.64.196.216[510] strict: False raise-errors: True
A functional bug has been triggered: 1-indexing used instead of 0-indexing.
============================================================
TRACEBACK
============================================================
============================================================
Final bug count: defaultdict(<class 'int'>, {('functional', <class 'buggy_cidrize.cidrize_stv.FunctionalBug'>, '1-index","Traceback (most recent call last):
  File ""cidrize_runner_stv.py"", line 247, in <module>
  File ""buggy_cidrize\cidrize_stv.py"", line 474, in cidrize
  File ""buggy_cidrize\cidrize_stv.py"", line 240, in parse_brackets
buggy_cidrize.cidrize_stv.FunctionalBug: 1-indexing used instead of 0-indexing.
",0,FALSE,FALSE,byte_insert,22/4/26 7:23,TRUE
20260422_071902,11,cidrize,SYNTACTIC,aa65bcb768c149a1,227.59.24.,"Running cidrize function with the arguments: ipstr: 227.59.24. strict: False raise-errors: True
Syntax error caught for ipstr.
============================================================
TRACEBACK
============================================================
============================================================
Final bug count: defaultdict(<class 'int'>, {('syntactic', <class 'netaddr.core.AddrFormatError'>, ""not a recognised IP glob range: '227.59.24.'!"", 'netaddr\\ip\\glob.py', 79","Traceback (most recent call last):
  File ""cidrize_runner_stv.py"", line 247, in <module>
  File ""buggy_cidrize\cidrize_stv.py"", line 468, in cidrize
  File ""netaddr\ip\glob.py"", line 281, in __init__
  File ""netaddr\ip\glob.py"", line 79, in glob_to_iptuple
netaddr.core.AddrFormatError: not a recognised IP glob range: '227.59.24.'!
Traceback (most recent call last):
  File ""cidrize_runner_stv.py"", line 247, in <module>
  File ""buggy_cidrize\cidrize_stv.py"", line 468, in cidrize
  File ""n",0,FALSE,FALSE,truncate,22/4/26 7:23,FALSE
20260422_071902,25,cidrize,SYNTACTIC,4f9ccecad997f4ea,192.0.2.0.2.170-175,"Running cidrize function with the arguments: ipstr: 192.0.2.0.2.170-175 strict: False raise-errors: True
Syntax error caught for ipstr.
============================================================
TRACEBACK
============================================================
============================================================
Final bug count: defaultdict(<class 'int'>, {('syntactic', <class 'netaddr.core.AddrFormatError'>, ""failed to detect a valid IP address from '192.0.2.0.2.170'"", 'net","Traceback (most recent call last):
  File ""cidrize_runner_stv.py"", line 247, in <module>
  File ""buggy_cidrize\cidrize_stv.py"", line 461, in cidrize
  File ""buggy_cidrize\cidrize_stv.py"", line 262, in parse_hyphen
  File ""netaddr\ip\__init__.py"", line 1475, in __init__
  File ""netaddr\ip\__init__.py"", line 341, in __init__
netaddr.core.AddrFormatError: failed to detect a valid IP address from '192.0.2.0.2.170'
Traceback (most recent call last):
  File ""cidrize_runner_stv.py"", line 247, i",0,FALSE,FALSE,repeat_chunk,22/4/26 7:29,FALSE
20260422_071902,29,cidrize,INVALIDITY,de397ee3e4324c84,63.45.219.159-18.219.159-18.219.159-18.219.159-18.219.159-18.219.159-18.219.159-188,"Running cidrize function with the arguments: ipstr: 63.45.219.159-18.219.159-18.219.159-18.219.159-18.219.159-18.219.159-18.219.159-188 strict: False raise-errors: True
An invalidity bug has been triggered: More than permitted number of '-'
============================================================
TRACEBACK
============================================================
============================================================
Final bug count: defaultdict(<class 'int'>, {('invalidity', ","Traceback (most recent call last):
  File ""cidrize_runner_stv.py"", line 247, in <module>
  File ""buggy_cidrize\cidrize_stv.py"", line 461, in cidrize
  File ""buggy_cidrize\cidrize_stv.py"", line 254, in parse_hyphen
buggy_cidrize.cidrize_stv.InvalidCidrFormatError: More than permitted number of '-'
",0,FALSE,FALSE,repeat_chunk,22/4/26 7:31,TRUE
20260422_071902,30,cidrize,BONUS,5611841e961a732c,192.0.2.1/../70-175,"Running cidrize function with the arguments: ipstr: 192.0.2.1/../70-175 strict: False raise-errors: True
An unknown exception has been triggered. IPAddress() does not support netmasks or subnet prefixes! See documentation for details.
============================================================
TRACEBACK
============================================================
============================================================
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'Val","Traceback (most recent call last):
  File ""netaddr\ip\__init__.py"", line 907, in parse_ip_network
ValueError: invalid literal for int() with base 10: '../70-175'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""cidrize_runner_stv.py"", line 247, in <module>
  File ""buggy_cidrize\cidrize_stv.py"", line 481, in cidrize
  File ""netaddr\ip\__init__.py"", line 1034, in __init__
  File ""netaddr\ip\__init__.py"", line 914, in parse_i",0,FALSE,FALSE,insert_special_char,22/4/26 7:32,TRUE
20260422_071902,52,cidrize,SYNTACTIC,394712178edc063c,18.59.230.91-17.88.105.28,"Running cidrize function with the arguments: ipstr: 18.59.230.91-17.88.105.28 strict: False raise-errors: True
Syntax error caught for ipstr.
============================================================
TRACEBACK
============================================================
============================================================
Final bug count: defaultdict(<class 'int'>, {('syntactic', <class 'netaddr.core.AddrFormatError'>, 'lower bound IP greater than upper bound!', 'netaddr\\ip\\__","Traceback (most recent call last):
  File ""cidrize_runner_stv.py"", line 247, in <module>
  File ""buggy_cidrize\cidrize_stv.py"", line 451, in cidrize
  File ""buggy_cidrize\cidrize_stv.py"", line 275, in parse_range
  File ""netaddr\ip\__init__.py"", line 1479, in __init__
netaddr.core.AddrFormatError: lower bound IP greater than upper bound!
Traceback (most recent call last):
  File ""cidrize_runner_stv.py"", line 247, in <module>
  File ""buggy_cidrize\cidrize_stv.py"", line 451, in cidrize
  ",0,FALSE,FALSE,radamsa,22/4/26 7:42,FALSE
20260422_071902,60,cidrize,FUNCTIONAL,bcd393837ba16f68,220.14.232.14.232.12[58],"Running cidrize function with the arguments: ipstr: 220.14.232.14.232.12[58] strict: False raise-errors: True
A functional bug has been triggered: Unhandled case where bracket number is two digits.
============================================================
TRACEBACK
============================================================
============================================================
Final bug count: defaultdict(<class 'int'>, {('functional', <class 'buggy_cidrize.cidrize_stv.Functiona","Traceback (most recent call last):
  File ""cidrize_runner_stv.py"", line 247, in <module>
  File ""buggy_cidrize\cidrize_stv.py"", line 474, in cidrize
  File ""buggy_cidrize\cidrize_stv.py"", line 232, in parse_brackets
buggy_cidrize.cidrize_stv.FunctionalBug: Unhandled case where bracket number is two digits.
",0,FALSE,FALSE,repeat_chunk,22/4/26 7:44,FALSE
20260422_071902,100,cidrize,SYNTACTIC,d366bd970bc86b04,092.0.2.81-192.0.2.85,"Running cidrize function with the arguments: ipstr: 092.0.2.81-192.0.2.85 strict: False raise-errors: True
Syntax error caught for ipstr.
============================================================
TRACEBACK
============================================================
============================================================
Final bug count: defaultdict(<class 'int'>, {('syntactic', <class 'netaddr.core.AddrFormatError'>, ""failed to detect a valid IP address from '092.0.2.81'"", 'netadd","Traceback (most recent call last):
  File ""cidrize_runner_stv.py"", line 247, in <module>
  File ""buggy_cidrize\cidrize_stv.py"", line 451, in cidrize
  File ""buggy_cidrize\cidrize_stv.py"", line 275, in parse_range
  File ""netaddr\ip\__init__.py"", line 1475, in __init__
  File ""netaddr\ip\__init__.py"", line 341, in __init__
netaddr.core.AddrFormatError: failed to detect a valid IP address from '092.0.2.81'
Traceback (most recent call last):
  File ""cidrize_runner_stv.py"", line 247, in <mod",0,FALSE,FALSE,swap_chars,22/4/26 7:58,FALSE
20260422_071902,102,cidrize,SYNTACTIC,671e9a8d9e49cb64,18.59.230.91-17.88.105.2888,"Running cidrize function with the arguments: ipstr: 18.59.230.91-17.88.105.2888 strict: False raise-errors: True
Syntax error caught for ipstr.
============================================================
TRACEBACK
============================================================
============================================================
Final bug count: defaultdict(<class 'int'>, {('syntactic', <class 'netaddr.core.AddrFormatError'>, ""base address '17.88.105.2888' is not IPv4"", 'netaddr\\ip\","Traceback (most recent call last):
  File ""netaddr\strategy\ipv4.py"", line 128, in str_to_int
  File ""netaddr\fbsocket.py"", line 147, in inet_pton
  File ""netaddr\fbsocket.py"", line 131, in _inet_pton_af_inet
OSError: illegal IP address string '17.88.105.2888'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""netaddr\ip\__init__.py"", line 346, in __init__
  File ""netaddr\strategy\ipv4.py"", line 132, in str_to_int
netaddr.c",0,FALSE,FALSE,repeat_chunk,22/4/26 7:58,FALSE
